ex_num,drone_hight,drone_wind,drone_power,drone_weight,drone_batout, drone_po 
1 ,20.00 ,1.00 ,138552.00 ,15.00 ,1.20 ,"49,878,720 "
1 ,16.00 ,1.00 ,128386.00 ,15.00 ,1.20 ,"36,975,168 "
1 ,15.00 ,1.00 ,137126.00 ,15.00 ,1.20 ,"37,024,020 "
1 ,12.00 ,1.00 ,149136.00 ,15.00 ,1.20 ,"32,213,376 "
1 ,18.00 ,1.00 ,130704.00 ,15.00 ,1.20 ,"42,348,096 "
1 ,13.00 ,1.00 ,120330.00 ,15.00 ,1.20 ,"28,157,220 "
1 ,14.00 ,1.00 ,130548.00 ,15.00 ,1.20 ,"32,898,096 "
1 ,19.00 ,1.00 ,124432.00 ,15.00 ,1.20 ,"42,555,744 "
1 ,12.00 ,1.00 ,113800.00 ,15.00 ,1.20 ,"24,580,800 "
1 ,19.00 ,1.00 ,128964.00 ,15.00 ,1.20 ,"44,105,688 "
1 ,15.00 ,1.00 ,133262.00 ,15.00 ,1.20 ,"35,980,740 "
1 ,17.00 ,1.00 ,122700.00 ,15.00 ,1.20 ,"37,546,200 "
1 ,17.00 ,1.00 ,133768.00 ,15.00 ,1.20 ,"40,933,008 "
1 ,19.00 ,1.00 ,115584.00 ,15.00 ,1.20 ,"39,529,728 "
1 ,16.00 ,1.00 ,130218.00 ,15.00 ,1.20 ,"37,502,784 "
1 ,16.00 ,1.00 ,118461.00 ,15.00 ,1.20 ,"34,116,768 "
1 ,13.00 ,1.00 ,142968.00 ,15.00 ,1.20 ,"33,454,512 "
1 ,16.00 ,1.00 ,150552.00 ,15.00 ,1.20 ,"43,358,976 "
1 ,19.00 ,1.00 ,140568.00 ,15.00 ,1.20 ,"48,074,256 "
1 ,12.00 ,1.00 ,135938.00 ,15.00 ,1.20 ,"29,362,608 "
1 ,17.00 ,1.00 ,116487.00 ,15.00 ,1.20 ,"35,645,022 "
1 ,16.00 ,1.00 ,134596.00 ,15.00 ,1.20 ,"38,763,648 "
1 ,18.00 ,1.00 ,134320.00 ,15.00 ,1.20 ,"43,519,680 "
1 ,13.00 ,1.00 ,136664.00 ,15.00 ,1.20 ,"31,979,376 "
1 ,16.00 ,1.00 ,134544.00 ,15.00 ,1.20 ,"38,748,672 "
1 ,14.00 ,1.00 ,133440.00 ,15.00 ,1.20 ,"33,626,880 "
1 ,18.00 ,1.00 ,140520.00 ,15.00 ,1.20 ,"45,528,480 "
1 ,10.00 ,1.00 ,119560.00 ,15.00 ,1.20 ,"21,520,800 "
1 ,20.00 ,1.00 ,110740.00 ,15.00 ,1.20 ,"39,866,400 "
1 ,12.00 ,1.00 ,131406.00 ,15.00 ,1.20 ,"28,383,696 "
1 ,16.00 ,1.00 ,114198.00 ,15.00 ,1.20 ,"32,889,024 "
1 ,12.00 ,1.00 ,129150.00 ,15.00 ,1.20 ,"27,896,400 "
1 ,14.00 ,1.00 ,112860.00 ,15.00 ,1.20 ,"28,440,720 "
1 ,16.00 ,1.00 ,117380.00 ,15.00 ,1.20 ,"33,805,440 "
1 ,13.00 ,1.00 ,125764.00 ,15.00 ,1.20 ,"29,428,776 "
1 ,11.00 ,1.00 ,122820.00 ,15.00 ,1.20 ,"24,318,360 "
1 ,13.00 ,1.00 ,110520.00 ,15.00 ,1.20 ,"25,861,680 "
1 ,17.00 ,1.00 ,120880.00 ,15.00 ,1.20 ,"36,989,280 "
1 ,19.00 ,1.00 ,128150.00 ,15.00 ,1.20 ,"43,827,300 "
1 ,15.00 ,1.00 ,150696.00 ,15.00 ,1.20 ,"40,687,920 "
1 ,18.00 ,1.00 ,148104.00 ,15.00 ,1.20 ,"47,985,696 "
1 ,15.00 ,1.00 ,122078.00 ,15.00 ,1.20 ,"32,961,060 "
1 ,14.00 ,1.00 ,140856.00 ,15.00 ,1.20 ,"35,495,712 "
1 ,16.00 ,1.00 ,144024.00 ,15.00 ,1.20 ,"41,478,912 "
1 ,17.00 ,1.00 ,127903.00 ,15.00 ,1.20 ,"39,138,318 "
1 ,15.00 ,1.00 ,123640.00 ,15.00 ,1.20 ,"33,382,800 "
1 ,14.00 ,1.00 ,126799.00 ,15.00 ,1.20 ,"31,953,348 "
1 ,14.00 ,1.00 ,135960.00 ,15.00 ,1.20 ,"34,261,920 "
1 ,13.00 ,1.00 ,139196.00 ,15.00 ,1.20 ,"32,571,864 "
1 ,20.00 ,1.00 ,121359.00 ,15.00 ,1.20 ,"43,689,240 "
1 ,15.00 ,1.00 ,111060.00 ,15.00 ,1.20 ,"29,986,200 "
1 ,10.00 ,1.00 ,115164.00 ,15.00 ,1.20 ,"20,729,520 "
1 ,12.00 ,1.00 ,134544.00 ,15.00 ,1.20 ,"29,061,504 "
1 ,20.00 ,1.00 ,139863.00 ,15.00 ,1.20 ,"50,350,680 "
1 ,18.00 ,1.00 ,126808.00 ,15.00 ,1.20 ,"41,085,792 "
1 ,18.00 ,1.00 ,141720.00 ,15.00 ,1.20 ,"45,917,280 "
1 ,20.00 ,1.00 ,129250.00 ,15.00 ,1.20 ,"46,530,000 "
1 ,16.00 ,1.00 ,126735.00 ,15.00 ,1.20 ,"36,499,680 "
1 ,18.00 ,1.00 ,136444.00 ,15.00 ,1.20 ,"44,207,856 "
1 ,10.00 ,1.00 ,121286.00 ,15.00 ,1.20 ,"21,831,480 "
1 ,17.00 ,1.00 ,121700.00 ,15.00 ,1.20 ,"37,240,200 "
1 ,14.00 ,1.00 ,131775.00 ,15.00 ,1.20 ,"33,207,300 "
1 ,13.00 ,1.00 ,125356.00 ,15.00 ,1.20 ,"29,333,304 "
1 ,13.00 ,1.00 ,123970.00 ,15.00 ,1.20 ,"29,008,980 "
1 ,15.00 ,1.00 ,114660.00 ,15.00 ,1.20 ,"30,958,200 "
1 ,12.00 ,1.00 ,120060.00 ,15.00 ,1.20 ,"25,932,960 "
1 ,18.00 ,1.00 ,146544.00 ,15.00 ,1.20 ,"47,480,256 "
1 ,11.00 ,1.00 ,141910.00 ,15.00 ,1.20 ,"28,098,180 "
1 ,16.00 ,1.00 ,124425.00 ,15.00 ,1.20 ,"35,834,400 "
1 ,14.00 ,1.00 ,139968.00 ,15.00 ,1.20 ,"35,271,936 "
1 ,20.00 ,1.00 ,123980.00 ,15.00 ,1.20 ,"44,632,800 "
1 ,10.00 ,1.00 ,117789.00 ,15.00 ,1.20 ,"21,202,020 "
1 ,13.00 ,1.00 ,121572.00 ,15.00 ,1.20 ,"28,447,848 "
1 ,11.00 ,1.00 ,130632.00 ,15.00 ,1.20 ,"25,865,136 "
1 ,20.00 ,1.00 ,132396.00 ,15.00 ,1.20 ,"47,662,560 "
1 ,10.00 ,1.00 ,121086.00 ,15.00 ,1.20 ,"21,795,480 "
1 ,16.00 ,1.00 ,117663.00 ,15.00 ,1.20 ,"33,886,944 "
1 ,13.00 ,1.00 ,129294.00 ,15.00 ,1.20 ,"30,254,796 "
1 ,19.00 ,1.00 ,138529.00 ,15.00 ,1.20 ,"47,376,918 "
1 ,19.00 ,1.00 ,143428.00 ,15.00 ,1.20 ,"49,052,376 "
1 ,19.00 ,1.00 ,142140.00 ,15.00 ,1.20 ,"48,611,880 "
1 ,15.00 ,1.00 ,117200.00 ,15.00 ,1.20 ,"31,644,000 "
1 ,18.00 ,1.00 ,129536.00 ,15.00 ,1.20 ,"41,969,664 "
1 ,18.00 ,1.00 ,113841.00 ,15.00 ,1.20 ,"36,884,484 "
1 ,15.00 ,1.00 ,151056.00 ,15.00 ,1.20 ,"40,785,120 "
1 ,17.00 ,1.00 ,123596.00 ,15.00 ,1.20 ,"37,820,376 "
1 ,11.00 ,1.00 ,111400.00 ,15.00 ,1.20 ,"22,057,200 "
1 ,15.00 ,1.00 ,131215.00 ,15.00 ,1.20 ,"35,428,050 "
1 ,19.00 ,1.00 ,134527.00 ,15.00 ,1.20 ,"46,008,234 "
1 ,15.00 ,1.00 ,142761.00 ,15.00 ,1.20 ,"38,545,470 "
1 ,11.00 ,1.00 ,126937.00 ,15.00 ,1.20 ,"25,133,526 "
1 ,11.00 ,1.00 ,119980.00 ,15.00 ,1.20 ,"23,756,040 "
1 ,14.00 ,1.00 ,131252.00 ,15.00 ,1.20 ,"33,075,504 "
1 ,10.00 ,1.00 ,122260.00 ,15.00 ,1.20 ,"22,006,800 "
1 ,10.00 ,1.00 ,121280.00 ,15.00 ,1.20 ,"21,830,400 "
1 ,14.00 ,1.00 ,127512.00 ,15.00 ,1.20 ,"32,133,024 "
1 ,20.00 ,1.00 ,135190.00 ,15.00 ,1.20 ,"48,668,400 "
1 ,13.00 ,1.00 ,150672.00 ,15.00 ,1.20 ,"35,257,248 "
